CoQ code,Series,Register status,Date of issue,Supersedes,Plan no.,Batch (cultivation),P lot,Strain,Harvest,Packaging,Manuf. date (template),Pack. date (template),iCoA code,iCoA issued,iCoA tested / sampled,Retest campaign,Total THC (%),THC certificate,Grade,Potency window,Product code,Specification code,Specification status,Phenotype,Chemotype,Processing,Dominance,Packaging (spec.),Latest external certificate,#1 result,#1 document,#1 issued,#1 laboratory,#2 result,#2 document,#2 issued,#2 laboratory,#3 result,#3 document,#3 issued,#3 laboratory,#4 result,#4 document,#4 issued,#4 laboratory,#5 result,#5 document,#5 issued,#5 laboratory,#6 result,#6 document,#6 issued,#6 laboratory,#7 result,#7 document,#7 issued,#7 laboratory,#8 result,#8 document,#8 issued,#8 laboratory,#9.1 result,#9.1 document,#9.1 issued,#9.1 laboratory,#9.2 result,#9.2 document,#9.2 issued,#9.2 laboratory,#9.3 result,#9.3 document,#9.3 issued,#9.3 laboratory,#9.4 result,#9.4 document,#9.4 issued,#9.4 laboratory,#9.5 result,#9.5 document,#9.5 issued,#9.5 laboratory,#9.6 result,#9.6 document,#9.6 issued,#9.6 laboratory,#9.7 result,#9.7 document,#9.7 issued,#9.7 laboratory,#10.1 result,#10.1 document,#10.1 issued,#10.1 laboratory,#10.2 result,#10.2 document,#10.2 issued,#10.2 laboratory,#10.3 result,#10.3 document,#10.3 issued,#10.3 laboratory,#11.1 result,#11.1 document,#11.1 issued,#11.1 laboratory,#11.2 result,#11.2 document,#11.2 issued,#11.2 laboratory,#11.3 result,#11.3 document,#11.3 issued,#11.3 laboratory,#11.4 result,#11.4 document,#11.4 issued,#11.4 laboratory,#12 result,#12 document,#12 issued,#12 laboratory
CoQ-PP_26-137,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-018 of 06.06.2026,(assigned on issue),BSS1024_01,P050122,Blue Sunset Sherbet,04.06.2025 – 05.06.2025,01.09.2025 – 09.09.2025,—,—,iCoA-PP_26-176,24.08.2026,21.08.2026,Tranche 3,26.10,227-29-К/26,I,26.07 – 29.92 %,BSS_THC28 : CBD1,QCSP_001_BSS-I_v.01,"for review — replaces the issued QCSP_001_BSS-I_v.01 (was BSS_THC24 : CBD1, 22.01 – 25.99 %); now BSS_THC28 : CBD1 26.07 – 29.92 %",INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-176,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-176,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-29-К/26,11.09.2026,Farmahem,26.10,227-29-К/26,11.09.2026,Farmahem,< LOQ,227-29-К/26,11.09.2026,Farmahem,0.20,227-29-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-176,24.08.2026,Purely Plant GmbH (in-house),6.38,ППК25176,10.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,10,561/1092/26,01.09.2026,IPH — Institute of Public Health,20,561/1092/26,01.09.2026,IPH — Institute of Public Health,< 10,561/1092/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,561/1092/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,561/1092/26,01.09.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-29-М/26,16.09.2026,Farmahem,ND,227-29-М/26,16.09.2026,Farmahem,ND,227-29-М/26,16.09.2026,Farmahem,ND,3177/2025,26.06.2025,IPH — Institute of Public Health,ND,3177/2025,26.06.2025,IPH — Institute of Public Health,0.112,3177/2025,26.06.2025,IPH — Institute of Public Health,ND,3177/2025,26.06.2025,IPH — Institute of Public Health,ND,3177/2025,26.06.2025,IPH — Institute of Public Health
CoQ-PP_26-138,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-021 of 06.06.2026,(assigned on issue),BSS1024_01/2,P050142,Blue Sunset Sherbet,0,30.09.2025,—,30.09.2025,iCoA-PP_26-155,24.08.2026,19.08.2026,Tranche 3,26.69,227-1-К/26,I,26.07 – 29.92 %,BSS_THC28 : CBD1,QCSP_001_BSS-I_v.01,"for review — replaces the issued QCSP_001_BSS-I_v.01 (was BSS_THC24 : CBD1, 22.01 – 25.99 %); now BSS_THC28 : CBD1 26.07 – 29.92 %",INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-155,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-155,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-1-К/26,11.09.2026,Farmahem,26.69,227-1-К/26,11.09.2026,Farmahem,< LOQ,227-1-К/26,11.09.2026,Farmahem,< LOQ,227-1-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-155,24.08.2026,Purely Plant GmbH (in-house),carried from the initial testing — not tested,—,—,—,< 10,559/1090/26,01.09.2026,IPH — Institute of Public Health,< 10,559/1090/26,01.09.2026,IPH — Institute of Public Health,< 10,559/1090/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,559/1090/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,559/1090/26,01.09.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-1-М/26,16.09.2026,Farmahem,ND,227-1-М/26,16.09.2026,Farmahem,ND,227-1-М/26,16.09.2026,Farmahem,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—
CoQ-PP_26-139,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-063 of 06.06.2026,(assigned on issue),CC112501,— no P lot assigned —,Cash Cow,25.03.2026,18.05.2026,—,—,iCoA-PP_26-177,24.08.2026,21.08.2026,Tranche 3,16.36,227-25-К/26,I,15.35 – 18.64 %,CC_THC17 : CBD1,QCSP_001_CC-I_v.01,"for review — replaces the issued QCSP_001_CC-I_v.01 (was CC_THC28:CBD1, 28.00% ± 2.25%); now CC_THC17 : CBD1 15.35 – 18.64 %",HYBRID,THC,MACHINE TRIMMED,INDICA 70 : SATIVA 30,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-177,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-177,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-25-К/26,11.09.2026,Farmahem,16.36,227-25-К/26,11.09.2026,Farmahem,< LOQ,227-25-К/26,11.09.2026,Farmahem,< LOQ,227-25-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-177,24.08.2026,Purely Plant GmbH (in-house),7.39,ППК26068,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,"1,6 × 10³",543/1074/26,31.08.2026,IPH — Institute of Public Health,1 × 10³,543/1074/26,31.08.2026,IPH — Institute of Public Health,< 10³ and > 10²,543/1074/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,543/1074/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,543/1074/26,31.08.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-25-М/26,16.09.2026,Farmahem,ND,227-25-М/26,16.09.2026,Farmahem,ND,227-25-М/26,16.09.2026,Farmahem,0.0289,2359/2026,29.04.2026,IPH — Institute of Public Health,0.0119,2359/2026,29.04.2026,IPH — Institute of Public Health,0.016,2359/2026,29.04.2026,IPH — Institute of Public Health,0.0102,2359/2026,29.04.2026,IPH — Institute of Public Health,ND,2359/2026,29.04.2026,IPH — Institute of Public Health
CoQ-PP_26-140,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-023 of 06.06.2026,(assigned on issue),CJ052501-2,P050172,Cap Junky,20.08.2025,01.10.2025 – 02.10.2025,—,—,iCoA-PP_26-178,24.08.2026,21.08.2026,Tranche 3,21.30,227-28-К/26,III,18.40 – 21.59 %,CJ_THC20 : CBD1,QCSP_001_CJ-III_v.01,"for review — replaces the issued QCSP_001_CJ-III_v.01 (was CJ_THC24 : CBD1, 23.00 – 25.00 %); now CJ_THC20 : CBD1 18.40 – 21.59 %",HYBRID,THC,MACHINE TRIMMED,INDICA 60 : SATIVA 40,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-178,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-178,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-28-К/26,11.09.2026,Farmahem,21.30,227-28-К/26,11.09.2026,Farmahem,< LOQ,227-28-К/26,11.09.2026,Farmahem,< LOQ,227-28-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-178,24.08.2026,Purely Plant GmbH (in-house),6.63,ППК25281,17.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,558/1089/26,01.09.2026,IPH — Institute of Public Health,< 10,558/1089/26,01.09.2026,IPH — Institute of Public Health,< 10,558/1089/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,558/1089/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,558/1089/26,01.09.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-28-М/26,16.09.2026,Farmahem,ND,227-28-М/26,16.09.2026,Farmahem,ND,227-28-М/26,16.09.2026,Farmahem,0.02,4349/2025,15.09.2025,IPH — Institute of Public Health,ND,4349/2025,15.09.2025,IPH — Institute of Public Health,0.042,4349/2025,15.09.2025,IPH — Institute of Public Health,ND,4349/2025,15.09.2025,IPH — Institute of Public Health,ND,4349/2025,15.09.2025,IPH — Institute of Public Health
CoQ-PP_26-141,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-029 of 06.06.2026,(assigned on issue),CJ072501,P050252,Cap Junky,27.10.2025,27.11.2025 – 28.11.2025,—,—,iCoA-PP_26-179,24.08.2026,21.08.2026,Tranche 3,28.18,227-27-К/26,I,26.40 – 29.59 %,CJ_THC28 : CBD1,QCSP_001_CJ-I_v.01,"for review — replaces the issued QCSP_001_CJ-I_v.01 (was CJ_THC28 : CBD1, 27.00 – 29.00 %); now CJ_THC28 : CBD1 26.40 – 29.59 %",HYBRID,THC,MACHINE TRIMMED,INDICA 60 : SATIVA 40,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-179,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-179,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-27-К/26,11.09.2026,Farmahem,28.18,227-27-К/26,11.09.2026,Farmahem,< LOQ,227-27-К/26,11.09.2026,Farmahem,< LOQ,227-27-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-179,24.08.2026,Purely Plant GmbH (in-house),8.22,ППК25367,28.11.2025,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,556/1087/26,01.09.2026,IPH — Institute of Public Health,< 10,556/1087/26,01.09.2026,IPH — Institute of Public Health,< 10,556/1087/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,556/1087/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,556/1087/26,01.09.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-27-М/26,16.09.2026,Farmahem,ND,227-27-М/26,16.09.2026,Farmahem,ND,227-27-М/26,16.09.2026,Farmahem,0.013,5697/2025,02.12.2025,IPH — Institute of Public Health,0.004,5697/2025,02.12.2025,IPH — Institute of Public Health,0.011,5697/2025,02.12.2025,IPH — Institute of Public Health,0.002,5697/2025,02.12.2025,IPH — Institute of Public Health,ND,5697/2025,02.12.2025,IPH — Institute of Public Health
CoQ-PP_26-142,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-001 of 06.06.2026,(assigned on issue),CJ1024,— no P lot assigned —,Cap Junky,20.01.2025,03.03.2025,—,—,iCoA-PP_26-180,24.08.2026,21.08.2026,Tranche 3,28.12,227-26-К/26,I,26.40 – 29.59 %,CJ_THC28 : CBD1,QCSP_001_CJ-I_v.01,"for review — replaces the issued QCSP_001_CJ-I_v.01 (was CJ_THC28 : CBD1, 27.00 – 29.00 %); now CJ_THC28 : CBD1 26.40 – 29.59 %",HYBRID,THC,MACHINE TRIMMED,INDICA 60 : SATIVA 40,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-180,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-180,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-26-К/26,11.09.2026,Farmahem,28.12,227-26-К/26,11.09.2026,Farmahem,< LOQ,227-26-К/26,11.09.2026,Farmahem,0.20,227-26-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-180,24.08.2026,Purely Plant GmbH (in-house),5.91,ППК25052,26.02.2025,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,565/1096/26,01.09.2026,IPH — Institute of Public Health,10,565/1096/26,01.09.2026,IPH — Institute of Public Health,< 10,565/1096/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,565/1096/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,565/1096/26,01.09.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-26-М/26,16.09.2026,Farmahem,ND,227-26-М/26,16.09.2026,Farmahem,ND,227-26-М/26,16.09.2026,Farmahem,0.036,750/2025,27.02.2025,IPH — Institute of Public Health,0.013,750/2025,27.02.2025,IPH — Institute of Public Health,0.063,750/2025,27.02.2025,IPH — Institute of Public Health,0.006,750/2025,27.02.2025,IPH — Institute of Public Health,ND,750/2025,27.02.2025,IPH — Institute of Public Health
CoQ-PP_26-143,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-079 of 07.07.2026,(assigned on issue),FB012603,— no P lot assigned —,Fat Bastard,04.05.2026,15.06.2026,—,—,iCoA-PP_26-181,24.08.2026,21.08.2026,Tranche 3,20.00,227-24-К/26,I,19.80 – 24.19 %,FB_THC22 : CBD1,QCSP_001_FB-I_v.01,"for review — replaces the issued QCSP_001_FB-I_v.01 (was FB_THC27.5:CBD1, 27.50% ± 2.63%); now FB_THC22 : CBD1 19.80 – 24.19 %",HYBRID,THC,MACHINE TRIMMED,BALANCED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,ППК26112,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,Conforms | Одговара,ППК26112,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,Conforms | Одговара,227-24-К/26,11.09.2026,Farmahem,20.00,227-24-К/26,11.09.2026,Farmahem,0.21,227-24-К/26,11.09.2026,Farmahem,< LOQ,227-24-К/26,11.09.2026,Farmahem,Conforms | Одговара,ППК26112,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,7.04,ППК26112,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,"9,8 × 10³",537/1068/26,31.08.2026,IPH — Institute of Public Health,"2,5 × 10³",537/1068/26,31.08.2026,IPH — Institute of Public Health,< 10² and > 10,537/1068/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,537/1068/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,537/1068/26,31.08.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-24-М/26,16.09.2026,Farmahem,ND,227-24-М/26,16.09.2026,Farmahem,ND,227-24-М/26,16.09.2026,Farmahem,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—
CoQ-PP_26-144,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-075 of 07.07.2026,(assigned on issue),FB012603V,— no P lot assigned —,Fat Bastard,29.04.2026,23.05.2026,—,—,iCoA-PP_26-182,24.08.2026,21.08.2026,Tranche 3,19.31,227-23-К/26,II,16.20 – 19.79 %,FB_THC18 : CBD1,QCSP_001_FB-II_v.01,"for review — replaces the issued QCSP_001_FB-II_v.01 (was FB_THC18 : CBD1, 17.15 – 18.85 %); now FB_THC18 : CBD1 16.20 – 19.79 %",HYBRID,THC,MACHINE TRIMMED,BALANCED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,ППК26110,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,Conforms | Одговара,ППК26110,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,Conforms | Одговара,227-23-К/26,11.09.2026,Farmahem,19.31,227-23-К/26,11.09.2026,Farmahem,< LOQ,227-23-К/26,11.09.2026,Farmahem,< LOQ,227-23-К/26,11.09.2026,Farmahem,Conforms | Одговара,ППК26110,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,6.36,ППК26110,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,"2,9 × 10³",538/1069/26,31.08.2026,IPH — Institute of Public Health,"2,5 × 10³",538/1069/26,31.08.2026,IPH — Institute of Public Health,< 10,538/1069/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,538/1069/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,538/1069/26,31.08.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-23-М/26,16.09.2026,Farmahem,ND,227-23-М/26,16.09.2026,Farmahem,ND,227-23-М/26,16.09.2026,Farmahem,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—
CoQ-PP_26-145,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-065 of 06.06.2026,(assigned on issue),FB112501,— no P lot assigned —,Fat Bastard,25.03.2026,19.05.2026,—,—,iCoA-PP_26-183,24.08.2026,21.08.2026,Tranche 3,18.75,227-22-К/26,II,16.20 – 19.79 %,FB_THC18 : CBD1,QCSP_001_FB-II_v.01,"for review — replaces the issued QCSP_001_FB-II_v.01 (was FB_THC18 : CBD1, 17.15 – 18.85 %); now FB_THC18 : CBD1 16.20 – 19.79 %",HYBRID,THC,MACHINE TRIMMED,BALANCED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-183,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-183,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-22-К/26,11.09.2026,Farmahem,18.75,227-22-К/26,11.09.2026,Farmahem,< LOQ,227-22-К/26,11.09.2026,Farmahem,< LOQ,227-22-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-183,24.08.2026,Purely Plant GmbH (in-house),6.09,ППК26066,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,3 × 10³,542/1073/26,31.08.2026,IPH — Institute of Public Health,"5,2 × 10²",542/1073/26,31.08.2026,IPH — Institute of Public Health,< 10² and > 10,542/1073/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,542/1073/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,542/1073/26,31.08.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-22-М/26,16.09.2026,Farmahem,ND,227-22-М/26,16.09.2026,Farmahem,ND,227-22-М/26,16.09.2026,Farmahem,0.0215,2357/2026,29.04.2026,IPH — Institute of Public Health,0.0108,2357/2026,29.04.2026,IPH — Institute of Public Health,0.0199,2357/2026,29.04.2026,IPH — Institute of Public Health,0.0078,2357/2026,29.04.2026,IPH — Institute of Public Health,ND,2357/2026,29.04.2026,IPH — Institute of Public Health
CoQ-PP_26-146,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-066 of 06.06.2026,(assigned on issue),GG012601,— no P lot assigned —,Gorilla Glue,27.03.2026,20.05.2026,—,—,iCoA-PP_26-184,24.08.2026,21.08.2026,Tranche 3,19.16,227-21-К/26,I,16.23 – 19.76 %,GG_THC18 : CBD1,QCSP_001_GG-I_v.01,"for review — replaces the issued QCSP_001_GG-I_v.01 (was GG_THC18 : CBD1, 17.01 – 18.99 %); now GG_THC18 : CBD1 16.23 – 19.76 %",INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-184,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-184,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-21-К/26,11.09.2026,Farmahem,19.16,227-21-К/26,11.09.2026,Farmahem,< LOQ,227-21-К/26,11.09.2026,Farmahem,< LOQ,227-21-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-184,24.08.2026,Purely Plant GmbH (in-house),6.13,ППК26062,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,"2,2 × 10³",541/1072/26,31.08.2026,IPH — Institute of Public Health,"2,1 × 10³",541/1072/26,31.08.2026,IPH — Institute of Public Health,< 10,541/1072/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,541/1072/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,541/1072/26,31.08.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-21-М/26,16.09.2026,Farmahem,ND,227-21-М/26,16.09.2026,Farmahem,ND,227-21-М/26,16.09.2026,Farmahem,0.0227,2364/2026,30.04.2026,IPH — Institute of Public Health,0.0179,2364/2026,30.04.2026,IPH — Institute of Public Health,0.0163,2364/2026,30.04.2026,IPH — Institute of Public Health,0.031,2364/2026,30.04.2026,IPH — Institute of Public Health,ND,2364/2026,30.04.2026,IPH — Institute of Public Health
CoQ-PP_26-147,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-008 of 06.06.2026,(assigned on issue),GG1024_02,P050012,Gorilla Glue,14.04.2025 – 15.04.2025,11.06.2025 – 16.06.2025,—,—,iCoA-PP_26-165,24.08.2026,20.08.2026,Tranche 3,17.76,227-19-К/26,I,16.23 – 19.76 %,GG_THC18 : CBD1,QCSP_001_GG-I_v.01,"for review — replaces the issued QCSP_001_GG-I_v.01 (was GG_THC18 : CBD1, 17.01 – 18.99 %); now GG_THC18 : CBD1 16.23 – 19.76 %",INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-165,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-165,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-19-К/26,11.09.2026,Farmahem,17.76,227-19-К/26,11.09.2026,Farmahem,< LOQ,227-19-К/26,11.09.2026,Farmahem,0.26,227-19-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-165,24.08.2026,Purely Plant GmbH (in-house),6.88,ППК25140,22.05.2025,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,564/1095/26,01.09.2026,IPH — Institute of Public Health,< 10,564/1095/26,01.09.2026,IPH — Institute of Public Health,< 10,564/1095/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,564/1095/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,564/1095/26,01.09.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-19-М/26,16.09.2026,Farmahem,ND,227-19-М/26,16.09.2026,Farmahem,ND,227-19-М/26,16.09.2026,Farmahem,ND,2472/2025,30.05.2025,IPH — Institute of Public Health,ND,2472/2025,30.05.2025,IPH — Institute of Public Health,ND,2472/2025,30.05.2025,IPH — Institute of Public Health,ND,2472/2025,30.05.2025,IPH — Institute of Public Health,ND,2472/2025,30.05.2025,IPH — Institute of Public Health
CoQ-PP_26-148,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-061 of 06.06.2026,(assigned on issue),GG112501,— no P lot assigned —,Gorilla Glue,25.03.2026,05.05.2026,—,—,iCoA-PP_26-166,24.08.2026,20.08.2026,Tranche 3,18.64,227-20-К/26,I,16.23 – 19.76 %,GG_THC18 : CBD1,QCSP_001_GG-I_v.01,"for review — replaces the issued QCSP_001_GG-I_v.01 (was GG_THC18 : CBD1, 17.01 – 18.99 %); now GG_THC18 : CBD1 16.23 – 19.76 %",INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-166,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-166,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-20-К/26,11.09.2026,Farmahem,18.64,227-20-К/26,11.09.2026,Farmahem,< LOQ,227-20-К/26,11.09.2026,Farmahem,< LOQ,227-20-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-166,24.08.2026,Purely Plant GmbH (in-house),6.31,ППК26061,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,5 × 10³,545/1076/26,31.08.2026,IPH — Institute of Public Health,"1,1 × 10³",545/1076/26,31.08.2026,IPH — Institute of Public Health,< 10³ and > 10²,545/1076/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,545/1076/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,545/1076/26,31.08.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-20-М/26,16.09.2026,Farmahem,ND,227-20-М/26,16.09.2026,Farmahem,ND,227-20-М/26,16.09.2026,Farmahem,0.033,2358/2026,29.04.2026,IPH — Institute of Public Health,0.0154,2358/2026,29.04.2026,IPH — Institute of Public Health,0.0272,2358/2026,29.04.2026,IPH — Institute of Public Health,0.0146,2358/2026,29.04.2026,IPH — Institute of Public Health,ND,2358/2026,29.04.2026,IPH — Institute of Public Health
