CoQ code,Series,Batch (cultivation),P lot,Strain,Date of issue,#,Parameter,Method,Acceptance criterion,Result,Document,Issued,Laboratory,Received by the laboratory,Status,Route,Also on file
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",Conforms | Одговара,ППК26114,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,8,Loss on Drying,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,6.48,ППК26114,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,10.1,Aflatoxin B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (197-8-М/26)
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,10.2,Aflatoxins ∑,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (197-8-М/26)
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (197-8-М/26)
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,"< 0,01 mg/kg — all 22 residues",3659/2026,22.06.2026,IJZ,—,covered,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26113,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26113,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26113,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"19.80 – 24.19 %  (grade I, nominal 22.00 ± 2.20)",20.54,ППК26113,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,14.43 (220-17-К/26)
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",0.05,ППК26113,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,<LOQ (220-17-К/26)
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,6,Total CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",0.05,ППК26113,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,<LOQ (220-17-К/26)
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",Conforms | Одговара,ППК26113,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,8,Loss on Drying,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,7.52,ППК26113,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,10.1,Aflatoxin B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (220-17-М/26)
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,10.2,Aflatoxins ∑,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (220-17-М/26)
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (220-17-М/26)
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-076,release,JD012603/02,P060412,Jelly Donuts,07.07.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,"< 0,01 mg/kg — all 22 residues",3660/2026,22.06.2026,IJZ,—,covered,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26112,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26112,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26112,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"19.80 – 24.19 %  (grade I, nominal 22.00 ± 2.20)",20.83,ППК26112,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,20.00 (227-24-К/26)
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",0.21,ППК26112,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,0.21 (227-24-К/26)
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,6,Total CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",0.06,ППК26112,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,<LOQ (227-24-К/26)
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",Conforms | Одговара,ППК26112,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,8,Loss on Drying,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,7.04,ППК26112,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,10.1,Aflatoxin B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,10.2,Aflatoxins ∑,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-077,release,FB012603,— no P lot assigned —,Fat Bastard,07.07.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26116,06.07.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26116,06.07.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26116,06.07.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"19.80 – 24.19 %  (grade I, nominal 22.00 ± 2.20)",21.92,ППК26116,06.07.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,16.68 (227-7-К/26)
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",0.19,ППК26116,06.07.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,<LOQ (227-7-К/26)
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,6,Total CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",0.06,ППК26116,06.07.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,<LOQ (227-7-К/26)
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",Conforms | Одговара,ППК26116,06.07.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,8,Loss on Drying,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,7.06,ППК26116,06.07.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-078,release,SCR022601,— no P lot assigned —,Scrambler,13.07.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
