Batch,Cultivation batch,Strain,Certificate,Series,Date of issue,#,Parameter,Result,Document,Issued,Laboratory,Internal,Status
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-181,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-073,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-181,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,ППК26066,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,227-22-К/26,11.09.2026,Farmahem,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,4,Assay — Total Δ⁹-THC,16.69,ППК26066,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,4,Assay — Total Δ⁹-THC,18.75,227-22-К/26,11.09.2026,Farmahem,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,5,Assay — Total CBD,0.05,ППК26066,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,5,Assay — Total CBD,< LOQ,227-22-К/26,11.09.2026,Farmahem,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,6,Total CBN,not tested,—,—,—,,not tested — no certificate covers it
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,6,Total CBN,< LOQ,227-22-К/26,11.09.2026,Farmahem,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-073,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-181,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,8,Loss on Drying,6.09,ППК26066,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,8,Loss on Drying,6.09,ППК26066,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,9.1,TAMC,"3,9 × 10³",312/0556/26,28.04.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,9.1,TAMC,3 × 10³,542/1073/26,31.08.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,9.2,TYMC,"2,4 × 10³",312/0556/26,28.04.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,9.2,TYMC,"5,2 × 10²",542/1073/26,31.08.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,9.3,Bile-tolerant gram-neg.,< 10,312/0556/26,28.04.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,9.3,Bile-tolerant gram-neg.,< 10² and > 10,542/1073/26,31.08.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,9.4,Salmonella,Absent | Отсутна,312/0556/26,28.04.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,9.4,Salmonella,Absent | Отсутна,542/1073/26,31.08.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,9.5,Escherichia coli,Absent | Отсутна,312/0556/26,28.04.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,9.5,Escherichia coli,Absent | Отсутна,542/1073/26,31.08.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,10.1,Aflatoxin B₁,not tested,—,—,—,,not tested — no certificate covers it
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,10.1,Aflatoxin B₁,ND,227-22-М/26,16.09.2026,Farmahem,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,10.2,Aflatoxins ∑,< 2,2357/2026,29.04.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,10.2,Aflatoxins ∑,ND,227-22-М/26,16.09.2026,Farmahem,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,10.3,Ochratoxin A,not tested,—,—,—,,not tested — no certificate covers it
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,10.3,Ochratoxin A,ND,227-22-М/26,16.09.2026,Farmahem,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,11.1,Lead (Pb),0.0215,2357/2026,29.04.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,11.1,Lead (Pb),0.0215,2357/2026,29.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,11.2,Cadmium (Cd),0.0108,2357/2026,29.04.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,11.2,Cadmium (Cd),0.0108,2357/2026,29.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,11.3,Arsenic (As),0.0199,2357/2026,29.04.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,11.3,Arsenic (As),0.0199,2357/2026,29.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,11.4,Mercury (Hg),0.0078,2357/2026,29.04.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,11.4,Mercury (Hg),0.0078,2357/2026,29.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-065,release,06.06.2026,12,Pesticide Residues,ND,2357/2026,29.04.2026,IPH — Institute of Public Health,,covered
FB112501,FB112501,Fat Bastard,CoQ-PP_26-145,reissue — 12-month retest,21.09.2026,12,Pesticide Residues,ND,2357/2026,29.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-074,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-182,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-074,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-182,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,ППК26062,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,227-21-К/26,11.09.2026,Farmahem,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,4,Assay — Total Δ⁹-THC,15.35,ППК26062,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,4,Assay — Total Δ⁹-THC,19.16,227-21-К/26,11.09.2026,Farmahem,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,5,Assay — Total CBD,0.06,ППК26062,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,5,Assay — Total CBD,< LOQ,227-21-К/26,11.09.2026,Farmahem,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,6,Total CBN,not tested,—,—,—,,not tested — no certificate covers it
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,6,Total CBN,< LOQ,227-21-К/26,11.09.2026,Farmahem,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-074,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-182,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,8,Loss on Drying,6.13,ППК26062,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,8,Loss on Drying,6.13,ППК26062,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,9.1,TAMC,1 × 10⁴,310/0554/26,28.04.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,9.1,TAMC,"2,2 × 10³",541/1072/26,31.08.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,9.2,TYMC,1 × 10⁴,310/0554/26,28.04.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,9.2,TYMC,"2,1 × 10³",541/1072/26,31.08.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,9.3,Bile-tolerant gram-neg.,< 10,310/0554/26,28.04.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,9.3,Bile-tolerant gram-neg.,< 10,541/1072/26,31.08.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,9.4,Salmonella,Absent | Отсутна,310/0554/26,28.04.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,9.4,Salmonella,Absent | Отсутна,541/1072/26,31.08.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,9.5,Escherichia coli,Absent | Отсутна,310/0554/26,28.04.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,9.5,Escherichia coli,Absent | Отсутна,541/1072/26,31.08.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,10.1,Aflatoxin B₁,not tested,—,—,—,,not tested — no certificate covers it
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,10.1,Aflatoxin B₁,ND,227-21-М/26,16.09.2026,Farmahem,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,10.2,Aflatoxins ∑,< 2,2364/2026,30.04.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,10.2,Aflatoxins ∑,ND,227-21-М/26,16.09.2026,Farmahem,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,10.3,Ochratoxin A,not tested,—,—,—,,not tested — no certificate covers it
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,10.3,Ochratoxin A,ND,227-21-М/26,16.09.2026,Farmahem,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,11.1,Lead (Pb),0.0227,2364/2026,30.04.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,11.1,Lead (Pb),0.0227,2364/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,11.2,Cadmium (Cd),0.0179,2364/2026,30.04.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,11.2,Cadmium (Cd),0.0179,2364/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,11.3,Arsenic (As),0.0163,2364/2026,30.04.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,11.3,Arsenic (As),0.0163,2364/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,11.4,Mercury (Hg),0.031,2364/2026,30.04.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,11.4,Mercury (Hg),0.031,2364/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-066,release,06.06.2026,12,Pesticide Residues,ND,2364/2026,30.04.2026,IPH — Institute of Public Health,,covered
GG012601,GG012601,Gorilla Glue,CoQ-PP_26-146,reissue — 12-month retest,21.09.2026,12,Pesticide Residues,ND,2364/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-075,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-170,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-075,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-170,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,ППК26064,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,227-15-К/26,11.09.2026,Farmahem,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,4,Assay — Total Δ⁹-THC,18.16,ППК26064,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,4,Assay — Total Δ⁹-THC,19.99,227-15-К/26,11.09.2026,Farmahem,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,5,Assay — Total CBD,0.06,ППК26064,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,5,Assay — Total CBD,< LOQ,227-15-К/26,11.09.2026,Farmahem,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,6,Total CBN,not tested,—,—,—,,not tested — no certificate covers it
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,6,Total CBN,< LOQ,227-15-К/26,11.09.2026,Farmahem,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-075,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-170,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,8,Loss on Drying,6.68,ППК26064,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,8,Loss on Drying,6.68,ППК26064,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,9.1,TAMC,"1,9 × 10³",309/0553/26,28.04.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,9.1,TAMC,"2,2 × 10³",540/1071/26,31.08.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,9.2,TYMC,"2,4 × 10³",309/0553/26,28.04.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,9.2,TYMC,"1,7 × 10³",540/1071/26,31.08.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,9.3,Bile-tolerant gram-neg.,< 10,309/0553/26,28.04.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,9.3,Bile-tolerant gram-neg.,< 10,540/1071/26,31.08.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,9.4,Salmonella,Absent | Отсутна,309/0553/26,28.04.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,9.4,Salmonella,Absent | Отсутна,540/1071/26,31.08.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,9.5,Escherichia coli,Absent | Отсутна,309/0553/26,28.04.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,9.5,Escherichia coli,Absent | Отсутна,540/1071/26,31.08.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,10.1,Aflatoxin B₁,not tested,—,—,—,,not tested — no certificate covers it
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,10.1,Aflatoxin B₁,ND,227-15-М/26,16.09.2026,Farmahem,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,10.2,Aflatoxins ∑,< 2,2363/2026,30.04.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,10.2,Aflatoxins ∑,ND,227-15-М/26,16.09.2026,Farmahem,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,10.3,Ochratoxin A,not tested,—,—,—,,not tested — no certificate covers it
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,10.3,Ochratoxin A,ND,227-15-М/26,16.09.2026,Farmahem,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,11.1,Lead (Pb),0.0739,2363/2026,30.04.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,11.1,Lead (Pb),0.0739,2363/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,11.2,Cadmium (Cd),0.0166,2363/2026,30.04.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,11.2,Cadmium (Cd),0.0166,2363/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,11.3,Arsenic (As),0.0136,2363/2026,30.04.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,11.3,Arsenic (As),0.0136,2363/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,11.4,Mercury (Hg),0.0322,2363/2026,30.04.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,11.4,Mercury (Hg),0.0322,2363/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-067,release,06.06.2026,12,Pesticide Residues,ND,2363/2026,30.04.2026,IPH — Institute of Public Health,,covered
JD012601,JD012601,Jelly Donutz,CoQ-PP_26-155,reissue — 12-month retest,21.09.2026,12,Pesticide Residues,ND,2363/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-077,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-103,27.07.2026,Purely Plant GmbH (in-house),yes,covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-077,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
