Batch,Cultivation batch,Strain,Certificate,Series,Date of issue,#,Parameter,Result,Document,Issued,Laboratory,Internal,Status
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-015,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-154,24.08.2026,Purely Plant GmbH (in-house),yes,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-015,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-154,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,ППК25105,17.04.2025,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,227-2-К/26,11.09.2026,Farmahem,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,4,Assay — Total Δ⁹-THC,20.79,ППК25105,17.04.2025,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,4,Assay — Total Δ⁹-THC,28.68,227-2-К/26,11.09.2026,Farmahem,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,5,Assay — Total CBD,0.06,ППК25105,17.04.2025,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,5,Assay — Total CBD,< LOQ,227-2-К/26,11.09.2026,Farmahem,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,6,Total CBN,not tested,—,—,—,,not tested — no certificate covers it
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,6,Total CBN,0.25,227-2-К/26,11.09.2026,Farmahem,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-015,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-154,24.08.2026,Purely Plant GmbH (in-house),yes,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,8,Loss on Drying,6.73,ППК25105,17.04.2025,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,8,Loss on Drying,6.73,ППК25105,17.04.2025,UKIM Faculty of Pharmacy — Center for Natural Products,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,9.1,TAMC,4.2 × 10³,318/0585/25,14.04.2025,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,9.1,TAMC,< 10,562/1093/26,01.09.2026,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,9.2,TYMC,6 × 10³,318/0585/25,14.04.2025,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,9.2,TYMC,50,562/1093/26,01.09.2026,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,9.3,Bile-tolerant gram-neg.,< 10,318/0585/25,14.04.2025,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,9.3,Bile-tolerant gram-neg.,< 10,562/1093/26,01.09.2026,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,9.4,Salmonella,Absent | Отсутна,318/0585/25,14.04.2025,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,9.4,Salmonella,Absent | Отсутна,562/1093/26,01.09.2026,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,9.5,Escherichia coli,Absent | Отсутна,318/0585/25,14.04.2025,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,9.5,Escherichia coli,Absent | Отсутна,562/1093/26,01.09.2026,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,10.1,Aflatoxin B₁,not tested,—,—,—,,not tested — no certificate covers it
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,10.1,Aflatoxin B₁,ND,227-2-М/26,16.09.2026,Farmahem,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,10.2,Aflatoxins ∑,< 2,1767/2025,11.04.2025,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,10.2,Aflatoxins ∑,ND,227-2-М/26,16.09.2026,Farmahem,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,10.3,Ochratoxin A,not tested,—,—,—,,not tested — no certificate covers it
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,10.3,Ochratoxin A,ND,227-2-М/26,16.09.2026,Farmahem,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,11.1,Lead (Pb),0.026,1767/2025,11.04.2025,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,11.1,Lead (Pb),0.026,1767/2025,11.04.2025,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,11.2,Cadmium (Cd),0.005,1767/2025,11.04.2025,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,11.2,Cadmium (Cd),0.005,1767/2025,11.04.2025,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,11.3,Arsenic (As),0.015,1767/2025,11.04.2025,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,11.3,Arsenic (As),0.015,1767/2025,11.04.2025,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,11.4,Mercury (Hg),0.005,1767/2025,11.04.2025,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,11.4,Mercury (Hg),0.005,1767/2025,11.04.2025,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-016,release,06.06.2026,12,Pesticide Residues,ND,1767/2025,11.04.2025,IPH — Institute of Public Health,,covered
P050102,GP0824_01,Grape Pie,CoQ-PP_26-151,reissue — 12-month retest,21.09.2026,12,Pesticide Residues,ND,1767/2025,11.04.2025,IPH — Institute of Public Health,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-016,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-140,17.08.2026,Purely Plant GmbH (in-house),yes,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-016,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-140,17.08.2026,Purely Plant GmbH (in-house),yes,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,ППК25211,28.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,220-20-К/26,26.08.2026,Farmahem,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,4,Assay — Total Δ⁹-THC,16.82,ППК25211,28.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,4,Assay — Total Δ⁹-THC,17.93,220-20-К/26,26.08.2026,Farmahem,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,5,Assay — Total CBD,0.06,ППК25211,28.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,5,Assay — Total CBD,< LOQ,220-20-К/26,26.08.2026,Farmahem,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,6,Total CBN,0.02 ᴰ,ППК25211,28.07.2025,CNP,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,6,Total CBN,< LOQ,220-20-К/26,26.08.2026,Farmahem,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-016,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-140,17.08.2026,Purely Plant GmbH (in-house),yes,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,8,Loss on Drying,6.56,ППК25211,28.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,8,Loss on Drying,6.56,ППК25211,28.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,,carried from the initial testing (CoQ-PP-2025-0013) — covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,9.1,TAMC,3.5 × 10³,767/1376/25,29.07.2025,IPH — Institute of Public Health,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,9.1,TAMC,3.5 × 10³,767/1376/25,29.07.2025,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2025-0013) — covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,9.2,TYMC,1 × 10³,767/1376/25,29.07.2025,IPH — Institute of Public Health,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,9.2,TYMC,1 × 10³,767/1376/25,29.07.2025,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2025-0013) — covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,9.3,Bile-tolerant gram-neg.,< 10,767/1376/25,29.07.2025,IPH — Institute of Public Health,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,9.3,Bile-tolerant gram-neg.,< 10,767/1376/25,29.07.2025,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2025-0013) — covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,9.4,Salmonella,Absent | Отсутна,767/1376/25,29.07.2025,IPH — Institute of Public Health,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,9.4,Salmonella,Absent | Отсутна,767/1376/25,29.07.2025,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2025-0013) — covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,9.5,Escherichia coli,Absent | Отсутна,767/1376/25,29.07.2025,IPH — Institute of Public Health,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,9.5,Escherichia coli,Absent | Отсутна,767/1376/25,29.07.2025,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2025-0013) — covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,10.1,Aflatoxin B₁,not tested,—,—,—,,not tested — no certificate covers it
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,10.1,Aflatoxin B₁,ND,220-20-М/26,11.09.2026,Farmahem,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,10.2,Aflatoxins ∑,2,3638/2025,28.07.2025,IPH — Institute of Public Health,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,10.2,Aflatoxins ∑,ND,220-20-М/26,11.09.2026,Farmahem,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,10.3,Ochratoxin A,not tested,—,—,—,,not tested — no certificate covers it
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,10.3,Ochratoxin A,ND,220-20-М/26,11.09.2026,Farmahem,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,11.1,Lead (Pb),ND,3638/2025,28.07.2025,IPH — Institute of Public Health,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,11.1,Lead (Pb),ND,3638/2025,28.07.2025,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2025-0013) — covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,11.2,Cadmium (Cd),ND,3638/2025,28.07.2025,IPH — Institute of Public Health,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,11.2,Cadmium (Cd),ND,3638/2025,28.07.2025,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2025-0013) — covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,11.3,Arsenic (As),0.086,3638/2025,28.07.2025,IPH — Institute of Public Health,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,11.3,Arsenic (As),0.086,3638/2025,28.07.2025,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2025-0013) — covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,11.4,Mercury (Hg),0.006,3638/2025,28.07.2025,IPH — Institute of Public Health,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,11.4,Mercury (Hg),0.006,3638/2025,28.07.2025,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2025-0013) — covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-017,release,06.06.2026,12,Pesticide Residues,ND,3638/2025,28.07.2025,IPH — Institute of Public Health,,covered
P050112,MB0824_05,Motor Breath,CoQ-PP_26-127,reissue — 12-month retest,18.09.2026,12,Pesticide Residues,ND,3638/2025,28.07.2025,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2025-0013) — covered
P050122,BSS1024_01,Blue Sunset Sherbet,CoQ-PP_26-018,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-087,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P050122,BSS1024_01,Blue Sunset Sherbet,CoQ-PP_26-137,reissue — 12-month retest,21.09.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-174,24.08.2026,Purely Plant GmbH (in-house),yes,covered
P050122,BSS1024_01,Blue Sunset Sherbet,CoQ-PP_26-018,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-087,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P050122,BSS1024_01,Blue Sunset Sherbet,CoQ-PP_26-137,reissue — 12-month retest,21.09.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-174,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P050122,BSS1024_01,Blue Sunset Sherbet,CoQ-PP_26-018,release,06.06.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,ППК25176,10.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P050122,BSS1024_01,Blue Sunset Sherbet,CoQ-PP_26-137,reissue — 12-month retest,21.09.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,227-29-К/26,11.09.2026,Farmahem,,covered
P050122,BSS1024_01,Blue Sunset Sherbet,CoQ-PP_26-018,release,06.06.2026,4,Assay — Total Δ⁹-THC,23.42,ППК25176,10.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P050122,BSS1024_01,Blue Sunset Sherbet,CoQ-PP_26-137,reissue — 12-month retest,21.09.2026,4,Assay — Total Δ⁹-THC,26.10,227-29-К/26,11.09.2026,Farmahem,,covered
P050122,BSS1024_01,Blue Sunset Sherbet,CoQ-PP_26-018,release,06.06.2026,5,Assay — Total CBD,0.06,ППК25176,10.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P050122,BSS1024_01,Blue Sunset Sherbet,CoQ-PP_26-137,reissue — 12-month retest,21.09.2026,5,Assay — Total CBD,< LOQ,227-29-К/26,11.09.2026,Farmahem,,covered
