Seq	Cultivation Batch	P-Number	Strain	Parameter	Acceptance Criterion	Result	Certificate Code	Issue Date	Issuing Institution	Drive File Link
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — вкупно DDT (total DDT) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 1 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — delta HCH (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.3 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — alpha HCH (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.3 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — beta HCH (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.3 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — Endrin (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — Chlorpyrifos-methyl (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.1 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — Chlorpyrifos (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.2 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — Heptachlor (sum of Heptachlor + Heptachlor epoxide) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — Endosulfan (alpha, beta and endosulfan sulfate) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 3 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — Deltamethrin (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — Chlordane (sum of cis- and trans-chlordane) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — Metoxychlor (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — Heptachlor epoxide (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — Endrin aldehyde (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — alpha Endosulfan (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 3 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — beta Endosulfan (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 3 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — Endrin keton (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — trans-Chlordane (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — cis-Chlordane (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — Dieldrin (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — Heptachlor (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Pesticide/insecticide screen — Endosulfan sulfate (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 3 mg/kg	н.д.	1627/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Heavy metals (Ph.Eur. 2.4.27) — Lead (олово)	≤ 0.5 mg/kg	0.049 mg/kg	1627/2026	Issued 23.04.2026	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Heavy metals (Ph.Eur. 2.4.27) — Mercury (жива)	≤ 0.1 mg/kg	н.д.	1627/2026	Issued 23.04.2026	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Heavy metals (Ph.Eur. 2.4.27) — Arsenic (арсен)	≤ 0.2 mg/kg	н.д.	1627/2026	Issued 23.04.2026	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Heavy metals (Ph.Eur. 2.4.27) — Cadmium (кадмиум)	≤ 0.3 mg/kg	0.165 mg/kg	1627/2026	Issued 23.04.2026	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Mycotoxins (Ph.Eur. 2.8.18) — Total aflatoxins (B1+B2+G1+G2)	≤ 4 µg/kg	2.2 µg/kg	1627/2026	Issued 23.04.2026	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1e5BgUBjGrnznzF23gXaK7IiaKrsFGGM4/view
58	OPM122501	P060242	Orange Punch Mimosa	Total Δ9-THC (Вкупно Δ9-THC, as Δ9-THC) — HPLC/DAD	min 5.00% (PP release spec)	7.91 %w/w (U 0.49 %w/w, k=2)	197-19-К/26	07.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/1XkEO41eFU0R0fGHkCEGMIMBT1lXxl90h/view
58	OPM122501	P060242	Orange Punch Mimosa	Total CBN (Вкупен CBN) — HPLC/DAD	max 1.00% (PP release spec)	<LOQ %w/w	197-19-К/26	07.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/1XkEO41eFU0R0fGHkCEGMIMBT1lXxl90h/view
58	OPM122501	P060242	Orange Punch Mimosa	Total CBD (Вкупен CBD, as CBD) — HPLC/DAD	max 1.00% (PP release spec)	<LOQ %w/w	197-19-К/26	07.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/1XkEO41eFU0R0fGHkCEGMIMBT1lXxl90h/view
58	OPM122501	P060242	Orange Punch Mimosa	Aflatoxin B1	≤ 2 µg/kg (Ph.Eur. ref — confirm vs PP spec)	ND µg/kg	197-19-М/26	10.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/19S4Xh9PCOIwTuTBRhi6fvnBjqJMpyge4/view
58	OPM122501	P060242	Orange Punch Mimosa	Aflatoxin B2	(included in Σ aflatoxins)	ND µg/kg	197-19-М/26	10.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/19S4Xh9PCOIwTuTBRhi6fvnBjqJMpyge4/view
58	OPM122501	P060242	Orange Punch Mimosa	Aflatoxin G1	(included in Σ aflatoxins)	ND µg/kg	197-19-М/26	10.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/19S4Xh9PCOIwTuTBRhi6fvnBjqJMpyge4/view
58	OPM122501	P060242	Orange Punch Mimosa	Aflatoxin G2	(included in Σ aflatoxins)	ND µg/kg	197-19-М/26	10.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/19S4Xh9PCOIwTuTBRhi6fvnBjqJMpyge4/view
58	OPM122501	P060242	Orange Punch Mimosa	Sum aflatoxins B1+B2+G1+G2	≤ 4 µg/kg (Ph.Eur. ref)	ND (all four aflatoxins not detected)	197-19-М/26	10.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/19S4Xh9PCOIwTuTBRhi6fvnBjqJMpyge4/view
58	OPM122501	P060242	Orange Punch Mimosa	Ochratoxin A	per PP spec (confirm; Ph.Eur. ref commonly ≤ 20 µg/kg)	ND µg/kg	197-19-М/26	10.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/19S4Xh9PCOIwTuTBRhi6fvnBjqJMpyge4/view
58	OPM122501	P060242	Orange Punch Mimosa	[COVERAGE GAP]	n/a	No record found in RAG for Identification, Foreign matter, or Loss on drying (Ph.Eur. 3028 physical/ID parameters), nor for Heavy metals (Cd/Pb/Hg/As), Pesticides/Insecticides panel, or Microbiological quality (TAMC/TYMC/E.coli/Salmonella/bile-tolerant GNB) for batch P060242 — only the Farmahem cannabinoid (197-19-К/26) and mycotoxin (197-19-М/26) panels are on file for this batch; no UKIM certificate, Bundle summary, or PP in-house CoA exists in this RAG for P060242.	n/a	n/a	n/a	https://drive.google.com/file/d/1XkEO41eFU0R0fGHkCEGMIMBT1lXxl90h/view
59	J31122501	P060262	Jokerz 31	Total CBD — Racno trimiran cvet sub-lot	/	< LOQ (<0.20%)	100-2-К/26	Issued 09.04.2026 (analyzed 01.04.2026; received 26.03.2026)	Farmahem Laboratorija za zivotna sredina (Environmental Lab)	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Total CBN — Racno trimiran cvet sub-lot	/	< LOQ	100-2-К/26	Issued 09.04.2026 (analyzed 01.04.2026; received 26.03.2026)	Farmahem Laboratorija za zivotna sredina (Environmental Lab)	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Total Δ9-THC — Racno trimiran cvet sub-lot	/	19.84 %w/w (U ±1.22)	100-2-К/26	Issued 09.04.2026 (analyzed 01.04.2026; received 26.03.2026)	Farmahem Laboratorija za zivotna sredina (Environmental Lab)	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Loss on drying (Ph.Eur. 2.2.32:2024) — Racno trimiran cvet sub-lot	< 12%	"10.3% (U ±0.2) [DATA INTEGRITY FLAG — see source: this Farmahem report's own header/sample-line prints batch ""J31112501"", but the K-report (100-2-К, same submission CF-151/152) and Purely Plant's Bundle cross-reference both confirm this is a labelling typo for J31122501]"	100-2-ГС/26	Issued 09.04.2026 (analyzed 08-09.04.2026; received 27.03.2026)	Farmahem Laboratorija za zivotna sredina (Environmental Lab)	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Microbiological quality (Ph.Eur. 5.1.8 cat. C) — Total aerobic microbial count (TAMC)	≤ 10^5 CFU/g	850 CFU/g	231/0394/26	Issued 07.04.2026 (received 01.04.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Microbiological quality (Ph.Eur. 5.1.8 cat. C) — Total combined yeasts/moulds count (TYMC)	≤ 10^4 CFU/g	370 CFU/g	231/0394/26	Issued 07.04.2026 (received 01.04.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Microbiological quality (Ph.Eur. 5.1.8 cat. C) — Bile-tolerant gram-negative bacteria	≤ 10^4 CFU/g	< 10^2 and > 10 CFU/g	231/0394/26	Issued 07.04.2026 (received 01.04.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Microbiological quality (Ph.Eur. 5.1.8 cat. C) — Escherichia coli	Absent/g	Одговара (Complies/Absent)	231/0394/26	Issued 07.04.2026 (received 01.04.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Microbiological quality (Ph.Eur. 5.1.8 cat. C) — Salmonella	Absent/25g	Одговара (Complies/Absent)	231/0394/26	Issued 07.04.2026 (received 01.04.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Lindan (Gama HCH) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.6 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Aldrin (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Dieldrin и Aldrin (expressed as Dieldrin) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — HCB (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.1 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — 4,4' DDE (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 1 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — 4,4' DDD (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 1 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — 4,4' DDT (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 1 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — вкупно DDT (total DDT) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 1 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — delta HCH (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.3 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — alpha HCH (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.3 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — beta HCH (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.3 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Endrin (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Chlorpyrifos-methyl (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.1 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Chlorpyrifos (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.2 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Heptachlor (sum of Heptachlor + Heptachlor epoxide) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Endosulfan (alpha, beta and endosulfan sulfate) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 3 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Deltamethrin (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Chlordane (sum of cis- and trans-chlordane) (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Metoxychlor (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Heptachlor epoxide (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Endrin aldehyde (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — alpha Endosulfan (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 3 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — beta Endosulfan (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 3 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — Endrin keton (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
59	J31122501	P060262	Jokerz 31	Pesticide/insecticide screen — trans-Chlordane (Ph.Eur. 2.8.13 / MKC EN 15662:2020)	≤ 0.05 mg/kg	н.д.	1628/2026	Issued 23.04.2026 (pesticides completed 31.03.2026; received 27.03.2026)	IPH — Institute of Public Health, Skopje	https://drive.google.com/file/d/1cgkhiaueOKYkuO_DQMiQQc8W_r4YwzqA/view
