Seq	Cultivation Batch	P-Number	Strain	Parameter	Acceptance Criterion	Result	Certificate Code	Issue Date	Issuing Institution	Drive File Link
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Lindan (Gama HCH)	≤ 0.6 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Aldrin	≤ 0.05 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Dieldrin i Aldrin (expressed as Dieldrin)	≤ 0.05 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — HCB (Hexachlorobenzene)	≤ 0.1 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — 4,4' DDE	≤ 1 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — 4,4' DDD	≤ 1 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — 4,4' DDT	≤ 1 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Vkupno DDT (Total DDT)	≤ 1 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — delta HCH	≤ 0.3 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — alpha HCH	≤ 0.3 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — beta HCH	≤ 0.3 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Endrin	≤ 0.05 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Chlorpyriphos-methyl	≤ 0.1 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Chlorpyrifos (Chlorpyriphos-ethyl)	≤ 0.2 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Heptachlor (sum of Heptachlor + Heptachlor epoxide)	≤ 0.05 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Endosulfan (alpha, beta and endosulfan sulfate)	≤ 3 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Deltamethrin	≤ 0.5 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Chlordane (sum of cis- and trans-chlordane)	≤ 0.05 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Metoxychlor	≤ 0.05 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Heptachlor epoxide	≤ 0.05 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Endrin aldehyde	≤ 0.05 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — alpha Endosulfan	≤ 3 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — beta Endosulfan	≤ 3 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Endrin keton	≤ 0.05 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — trans-Chlordane	≤ 0.05 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — cis-Chlordane	≤ 0.05 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Dieldrin	≤ 0.05 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Heptachlor	≤ 0.05 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Endosulfan sulfate	≤ 3 mg/kg	Н.д. (not detected)	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Heavy metals (Ph.Eur. 2.4.27, MKC EN 17851:2023) — Lead (olovo/Pb)	≤ 0.5 mg/kg	0.014 mg/kg	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Heavy metals (Ph.Eur. 2.4.27, MKC EN 17851:2023) — Cadmium (kadmium/Cd)	≤ 0.2 mg/kg	0.003 mg/kg	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Heavy metals (Ph.Eur. 2.4.27, MKC EN 17851:2023) — Arsenic (arsen/As)	≤ 0.2 mg/kg	0.02 mg/kg	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Heavy metals (Ph.Eur. 2.4.27, MKC EN 17851:2023) — Mercury (ziva/Hg)	≤ 0.1 mg/kg	0.017 mg/kg	5888/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Microbiology — Total aerobic microbial count (TAMC)	≤ 10^5 CFU/g	4.3×10^2 CFU/g	1226/2192/25	Issued Dec 2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Microbiology — Total combined yeasts/moulds count (TYMC)	≤ 10^4 CFU/g	1×10^3 CFU/g	1226/2192/25	Issued Dec 2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Microbiology — Bile-tolerant gram-negative bacteria	≤ 10^4 CFU/g	< 10^3 and > 10^2 CFU/g	1226/2192/25	Issued Dec 2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Microbiology — Escherichia coli /g	To be absent	Odgovara (Absent)	1226/2192/25	Issued Dec 2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
34	GP082501/1	P050312	Grape Pie	Microbiology — Salmonella /25g	To be absent	Odgovara (Absent)	1226/2192/25	Issued Dec 2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/13WTfTmr_Hff07rGk_fanJzPD6vrz8JIa/view
35	GP082501/2	P050322	Grape Pie	Assay — Total Δ9-tetrahydrocannabinol	13.3-16.3% of labelled amount	14.83%	PP CoA #021 / ППК25381	21.01.2026 (UKIM completed Nov-Dec 2025)	Purely Plant GmbH (in-house QC) / UKIM Faculty of Pharmacy	https://drive.google.com/file/d/1yJ-rtaH6oamqmbXO1EteVfg2DxH5sgIL/view
35	GP082501/2	P050322	Grape Pie	Assay — Total Cannabidiol	< 1.0%	0.11%	PP CoA #021 / ППК25381	21.01.2026 (UKIM completed Nov-Dec 2025)	Purely Plant GmbH (in-house QC) / UKIM Faculty of Pharmacy	https://drive.google.com/file/d/1yJ-rtaH6oamqmbXO1EteVfg2DxH5sgIL/view
35	GP082501/2	P050322	Grape Pie	Related substances — Cannabinol	≤ 1.00%	0.02%	ППК25381	Completed Nov-Dec 2025	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1yJ-rtaH6oamqmbXO1EteVfg2DxH5sgIL/view
35	GP082501/2	P050322	Grape Pie	Cannabinoid profile — CBDA	n/a (informational)	0.12%	ППК25381	Completed Nov-Dec 2025	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1yJ-rtaH6oamqmbXO1EteVfg2DxH5sgIL/view
35	GP082501/2	P050322	Grape Pie	Cannabinoid profile — Δ9-THC	n/a (informational)	0.84%	ППК25381	Completed Nov-Dec 2025	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1yJ-rtaH6oamqmbXO1EteVfg2DxH5sgIL/view
35	GP082501/2	P050322	Grape Pie	Cannabinoid profile — Δ9-THCA	n/a (informational)	15.95%	ППК25381	Completed Nov-Dec 2025	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1yJ-rtaH6oamqmbXO1EteVfg2DxH5sgIL/view
35	GP082501/2	P050322	Grape Pie	Loss on drying	≤ 10.00% (UKIM spec)	6.88%	PP CoA #021 / ППК25381	21.01.2026 (UKIM completed Nov-Dec 2025)	Purely Plant GmbH (in-house QC) / UKIM Faculty of Pharmacy	https://drive.google.com/file/d/1yJ-rtaH6oamqmbXO1EteVfg2DxH5sgIL/view
35	GP082501/2	P050322	Grape Pie	Mycotoxins (Ph.Eur. 2.8.18, AflaTest fluorometric) — Total aflatoxins (sum B1+B2+G1+G2)	≤ 4 µg/kg	< 2 µg/kg	5889/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/1yJ-rtaH6oamqmbXO1EteVfg2DxH5sgIL/view
35	GP082501/2	P050322	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Lindan (Gama HCH)	≤ 0.6 mg/kg	Н.д. (not detected)	5889/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/1yJ-rtaH6oamqmbXO1EteVfg2DxH5sgIL/view
35	GP082501/2	P050322	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Aldrin	≤ 0.05 mg/kg	Н.д. (not detected)	5889/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/1yJ-rtaH6oamqmbXO1EteVfg2DxH5sgIL/view
35	GP082501/2	P050322	Grape Pie	Pesticide/insecticide screen (Ph.Eur. 2.8.13, MKC EN 15662:2020) — Dieldrin i Aldrin (expressed as Dieldrin)	≤ 0.05 mg/kg	Н.д. (not detected)	5889/2025	Issued 12.12.2025	IPH — Institute of Public Health (ЈЗУ Институт за јавно здравје на РСМ)	https://drive.google.com/file/d/1yJ-rtaH6oamqmbXO1EteVfg2DxH5sgIL/view
